2, 19, 0
2, 16, 0
2, 13, 0
2, 15, 0
2, 11, 0
2, 11, 0
2, 11, 0
2, 10, 0
2, 10, 0
2, 10, 0
2, 9, 0
2, 10, 0
2, 9, 0
2, 9, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 8, 0
2, 8, 0
2, 9, 0
2, 22, 650
2, 20, 633
2, 19, 621
2, 18, 603
2, 18, 591
2, 17, 580
2, 17, 568
2, 17, 553
2, 17, 546
2, 16, 535
2, 16, 525
2, 16, 516
2, 15, 509
2, 16, 501
2, 15, 494
2, 14, 487
2, 15, 483
2, 14, 475
2, 15, 468
2, 14, 460
2, 14, 456
2, 14, 451
2, 13, 448
2, 14, 439
2, 13, 428
2, 13, 423
2, 13, 415
2, 13, 411
2, 13, 408
2, 13, 401
2, 12, 399
2, 16, 394
2, 12, 384
2, 13, 378
2, 12, 371
2, 12, 367
2, 11, 364
2, 12, 358
2, 12, 353
2, 12, 351
2, 11, 349
2, 12, 347
2, 12, 342
2, 11, 342
2, 12, 336
2, 11, 332
2, 12, 331
2, 13, 329
2, 12, 326
2, 12, 324
2, 12, 322
2, 12, 320
2, 12, 319
2, 11, 314
2, 12, 311
2, 13, 308
2, 13, 305
2, 13, 303
2, 13, 300
2, 12, 299
2, 12, 298
2, 12, 296
2, 12, 291
2, 11, 290
2, 12, 290
2, 11, 290
2, 11, 290
2, 11, 286
2, 11, 285
2, 11, 285
2, 11, 280
2, 11, 280
2, 11, 279
2, 10, 275
2, 11, 273
2, 10, 271
2, 10, 267
2, 11, 263
2, 10, 262
2, 11, 259
2, 12, 259
2, 11, 258
2, 11, 258
2, 10, 255
2, 11, 255
2, 11, 252
2, 12, 252
2, 12, 248
2, 11, 247
2, 12, 247
2, 49, 902
2, 49, 888
2, 49, 878
2, 46, 868
2, 59, 856
2, 59, 841
2, 54, 834
2, 57, 826
2, 56, 819
2, 57, 811
2, 55, 807
2, 55, 797
2, 54, 787
2, 49, 780
2, 46, 776
2, 52, 771
2, 48, 764
2, 39, 757
2, 74, 1220
2, 95, 1206
2, 95, 1196
2, 93, 1184
2, 93, 1177
2, 91, 1165
2, 90, 1154
2, 89, 1144
2, 85, 1137
2, 87, 1129
2, 73, 1119
2, 84, 1105
2, 84, 1096
2, 83, 1090
2, 81, 1081
2, 81, 1068
2, 187, 1846
2, 174, 1821
2, 117, 1801
2, 99, 1779
2, 133, 1754
2, 161, 1731
2, 158, 1713
2, 156, 1696
2, 155, 1681
2, 265, 2403
2, 188, 2372
2, 222, 2339
2, 227, 2314
2, 363, 2992
2, 275, 2960
2, 312, 2935
2, 312, 2894
2, 399, 3352
2, 376, 3302
2, 376, 3254
2, 368, 3224
2, 363, 3195
2, 350, 3154
2, 336, 3110
2, 342, 3076
2, 337, 3045
2, 331, 3008
2, 434, 3661
2, 447, 3613
2, 433, 3571
2, 429, 3537
2, 423, 3494
2, 411, 3443
2, 402, 3393
2, 393, 3346
2, 386, 3316
2, 380, 3280
2, 371, 3232
2, 320, 3204
2, 360, 3174
2, 351, 3135
2, 336, 3104
2, 298, 3079
2, 336, 3050
2, 286, 3024
2, 319, 2991
2, 322, 2966
2, 315, 2946
2, 316, 2922
2, 298, 2897
2, 307, 2877
2, 303, 2849
2, 297, 2813
2, 249, 2796
2, 246, 2776
2, 287, 2753
2, 283, 2733
2, 274, 2711
2, 276, 2695
2, 227, 2670
2, 271, 2653
2, 255, 2634
2, 260, 2615
2, 253, 2602
2, 257, 2591
2, 253, 2574
2, 252, 2562
2, 232, 2546
2, 246, 2529
2, 252, 2514
2, 247, 2500
2, 196, 2485
2, 207, 2477
2, 234, 2467
2, 206, 2450
2, 233, 2435
2, 240, 2427
2, 246, 2411
2, 249, 2397
2, 249, 2393
2, 247, 2381
2, 247, 2369
2, 239, 2351
2, 241, 2338
2, 245, 2336
2, 181, 2324
2, 214, 2313
2, 229, 2302
2, 237, 2293
2, 238, 2284
2, 237, 2276
2, 205, 2268
2, 174, 2258
2, 209, 2244
2, 219, 2235
2, 231, 2229
2, 230, 2220
2, 229, 2217
2, 228, 2208
2, 227, 2205
2, 226, 2197
2, 224, 2189
2, 219, 2185
2, 223, 2178
2, 223, 2172
2, 221, 2167
2, 221, 2159
2, 219, 2150
2, 158, 2146
2, 187, 2135
2, 210, 2129
2, 215, 2125
2, 215, 2120
2, 212, 2107
2, 189, 2099
2, 149, 2089
2, 184, 2084
2, 209, 2077
2, 172, 2071
2, 181, 2065
2, 205, 2059
2, 204, 2051
2, 204, 2046
2, 204, 2042
2, 202, 2038
2, 202, 2035
2, 202, 2029
2, 199, 2023
2, 201, 2019
2, 199, 2015
2, 141, 2004
2, 170, 1995
2, 196, 1991
2, 187, 1987
2, 129, 1981
2, 166, 1976
2, 187, 1969
2, 192, 1964
2, 191, 1961
2, 185, 1956
2, 190, 1947
2, 181, 1942
2, 131, 1939
2, 157, 1936
2, 183, 1934
2, 187, 1932
2, 187, 1929
2, 185, 1924
2, 186, 1918
2, 184, 1906
2, 182, 1900
2, 183, 1893
2, 181, 1886
2, 181, 1882
2, 180, 1873
2, 161, 1867
2, 177, 1859
2, 177, 1854
2, 176, 1851
2, 176, 1847
2, 176, 1843
2, 164, 1839
2, 175, 1836
2, 125, 1832
2, 151, 1830
2, 173, 1827
2, 171, 1823
2, 149, 1819
2, 171, 1813
2, 171, 1811
2, 170, 1803
2, 168, 1801
2, 169, 1800
2, 169, 1797
2, 169, 1794
2, 161, 1788
2, 153, 1782
2, 158, 1779
2, 166, 1775
2, 166, 1771
2, 165, 1767
2, 163, 1765
2, 122, 1762
2, 147, 1758
2, 162, 1758
2, 164, 1754
2, 163, 1751
2, 162, 1746
2, 141, 1743
2, 161, 1741
2, 161, 1734
2, 159, 1729
2, 113, 1725
2, 135, 1721
2, 158, 1718
2, 158, 1717
2, 158, 1714
2, 157, 1710
2, 157, 1706
2, 158, 1705
2, 156, 1703
2, 155, 1698
2, 155, 1698
2, 115, 1695
2, 135, 1691
2, 108, 1685
2, 126, 1684
2, 153, 1681
2, 153, 1679
2, 151, 1673
2, 150, 1668
2, 150, 1665
2, 150, 1659
2, 151, 1659
2, 149, 1657
2, 150, 1655
2, 149, 1649
2, 144, 1641
2, 103, 1639
2, 135, 1638
2, 148, 1633
2, 146, 1629
2, 146, 1624
2, 145, 1623
2, 144, 1621
2, 144, 1619
2, 145, 1617
2, 145, 1616
2, 144, 1613
2, 145, 1612
2, 144, 1612
2, 144, 1609
2, 144, 1609
2, 138, 1606
2, 143, 1604
2, 144, 1600
2, 141, 1598
2, 136, 1596
2, 135, 1596
2, 142, 1590
2, 141, 1590
2, 141, 1586
2, 141, 1585
2, 141, 1582
2, 140, 1579
2, 139, 1575
2, 139, 1573
2, 139, 1569
2, 108, 1567
2, 93, 1564
2, 116, 1563
2, 119, 1562
2, 138, 1560
2, 137, 1557
2, 137, 1557
2, 137, 1557
2, 137, 1555
2, 136, 1553
2, 135, 1551
2, 104, 1549
2, 130, 1548
2, 136, 1546
2, 136, 1542
2, 132, 1540
2, 135, 1536
2, 129, 1534
2, 101, 1533
2, 129, 1530
2, 133, 1527
2, 133, 1526
2, 133, 1524
2, 133, 1520
2, 101, 1519
2, 124, 1519
2, 132, 1518
2, 133, 1518
2, 90, 1518
2, 78, 1517
2, 105, 1517
2, 132, 1515
2, 131, 1513
2, 130, 1510
2, 131, 1505
2, 130, 1503
2, 125, 1501
2, 125, 1500
2, 130, 1498
2, 130, 1496
2, 129, 1494
2, 129, 1491
2, 128, 1489
2, 128, 1488
2, 128, 1486
2, 128, 1484
2, 128, 1481
2, 128, 1479
2, 127, 1474
2, 120, 1473
2, 122, 1473
2, 126, 1471
2, 116, 1469
2, 126, 1468
2, 126, 1464
2, 124, 1462
2, 125, 1462
2, 125, 1459
2, 125, 1459
2, 124, 1458
2, 125, 1455
2, 123, 1455
2, 124, 1453
2, 124, 1452
2, 123, 1451
2, 124, 1449
2, 124, 1446
2, 124, 1446
2, 118, 1446
2, 95, 1445
2, 122, 1444
2, 123, 1441
2, 122, 1440
2, 95, 1436
2, 117, 1435
2, 121, 1433
2, 98, 1433
2, 120, 1430
2, 121, 1424
2, 120, 1423
2, 120, 1420
2, 120, 1419
2, 120, 1418
2, 120, 1418
2, 119, 1415
2, 119, 1413
2, 118, 1412
2, 119, 1409
2, 119, 1409
2, 118, 1407
2, 93, 1405
2, 80, 1403
2, 97, 1400
2, 115, 1394
2, 117, 1393
2, 90, 1392
2, 116, 1392
2, 116, 1388
2, 115, 1387
2, 92, 1387
2, 110, 1386
2, 86, 1384
2, 114, 1382
2, 93, 1379
2, 91, 1379
2, 113, 1376
2, 115, 1372
2, 114, 1371
2, 94, 1370
2, 112, 1367
2, 113, 1367
2, 113, 1365
2, 113, 1364
2, 83, 1363
2, 67, 1360
2, 64, 1358
2, 70, 1356
2, 93, 1356
2, 111, 1352
2, 112, 1351
2, 112, 1349
2, 111, 1349
2, 111, 1348
2, 90, 1346
2, 109, 1344
2, 111, 1342
2, 110, 1340
2, 110, 1340
2, 111, 1339
2, 110, 1337
2, 109, 1336
2, 110, 1333
2, 109, 1332
2, 109, 1331
2, 110, 1331
2, 109, 1330
2, 109, 1329
2, 88, 1329
2, 76, 1327
2, 93, 1324
2, 108, 1322
2, 108, 1322
