1, 24, 0
1, 18, 0
1, 15, 0
1, 16, 0
1, 13, 0
1, 12, 0
1, 12, 0
1, 11, 0
1, 11, 0
1, 10, 0
1, 11, 0
1, 10, 0
1, 9, 0
1, 10, 0
1, 9, 0
1, 9, 0
1, 9, 0
1, 9, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 11, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
1, 9, 0
1, 8, 0
1, 8, 0
1, 8, 0
